instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,short,271,2023-10-31T13:00:00+00:00,2023-11-02T09:00:00+00:00,1.2156300,1.22040,1.22040,-1.2926700,-1,12,1.7,stop,next_bar_open,False,False,
GBP_USD,long,439,2023-11-10T14:00:00+00:00,2023-11-10T14:00:00+00:00,1.2227300,1.21972,1.21972,-1.3213900,-1,1,1.7,stop,next_bar_open,False,False,
GBP_USD,short,235,2024-01-05T18:00:00+00:00,2024-01-09T14:00:00+00:00,1.2720900,1.27116,1.27753,0.2185500,0.1709558823529411764705882353,12,1.7,time,next_bar_open,False,False,
GBP_USD,short,321,2024-01-11T10:00:00+00:00,2024-01-11T10:00:00+00:00,1.2736900,1.27774,1.27774,-1.3000500,-1,1,1.8,stop,next_bar_open,False,False,
GBP_USD,long,490,2024-01-29T18:00:00+00:00,2024-01-30T14:00:00+00:00,1.2686300,1.26591,1.26591,-1.3328000,-1,6,1.9,stop,next_bar_open,False,False,
GBP_USD,long,277,2024-01-30T18:00:00+00:00,2024-02-01T10:00:00+00:00,1.2683700,1.26372,1.26372,-1.2880500,-1,11,1.9,stop,next_bar_open,False,False,
GBP_USD,long,324,2024-02-01T14:00:00+00:00,2024-02-02T14:00:00+00:00,1.2661200,1.26217,1.26217,-1.2798000,-1,7,1.5,stop,next_bar_open,False,False,
GBP_USD,short,333,2024-02-12T10:00:00+00:00,2024-02-13T10:00:00+00:00,1.2618600,1.26574,1.26574,-1.2920400,-1,7,1.9,stop,next_bar_open,False,False,
GBP_USD,short,330,2024-02-20T18:00:00+00:00,2024-02-22T06:00:00+00:00,1.2632800,1.26715,1.26715,-1.2771000,-1,10,1.5,stop,next_bar_open,False,False,
GBP_USD,long,203,2024-05-09T13:00:00+00:00,2024-05-13T09:00:00+00:00,1.2504600,1.2555,1.24430,1.0231200,0.8181818181818181818181818182,12,1.5,time,next_bar_open,False,False,
GBP_USD,long,379,2024-05-24T09:00:00+00:00,2024-05-28T05:00:00+00:00,1.2707500,1.27681,1.26733,2.2967400,1.771929824561403508771929825,12,1.9,time,next_bar_open,False,False,
