instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,long,207,2024-05-09T13:00:00+00:00,2024-05-13T09:00:00+00:00,1.2504600,1.2555,1.24430,1.0432800,0.8181818181818181818181818182,12,1.5,time,next_bar_open,False,False,
GBP_USD,long,387,2024-05-24T09:00:00+00:00,2024-05-28T05:00:00+00:00,1.2707500,1.27681,1.26733,2.3452200,1.771929824561403508771929825,12,1.9,time,next_bar_open,False,False,
GBP_USD,long,446,2024-06-10T13:00:00+00:00,2024-06-12T09:00:00+00:00,1.2715500,1.28523,1.26854,6.1012800,4.544850498338870431893687708,12,1.9,time,next_bar_open,False,False,
GBP_USD,short,320,2024-08-12T17:00:00+00:00,2024-08-13T05:00:00+00:00,1.2755600,1.27970,1.27970,-1.3248000,-1,4,1.7,stop,next_bar_open,False,False,
GBP_USD,short,411,2024-09-13T17:00:00+00:00,2024-09-16T01:00:00+00:00,1.3128100,1.31610,1.31610,-1.3521900,-1,3,2.0,stop,next_bar_open,False,False,
GBP_USD,short,504,2024-10-28T17:00:00+00:00,2024-10-29T13:00:00+00:00,1.2977200,1.30041,1.30041,-1.3557600,-1,6,1.8,stop,next_bar_open,False,False,
GBP_USD,short,501,2024-10-30T05:00:00+00:00,2024-10-30T05:00:00+00:00,1.2995800,1.30229,1.30229,-1.3577100,-1,1,1.9,stop,next_bar_open,False,False,
GBP_USD,short,255,2024-10-30T17:00:00+00:00,2024-11-01T13:00:00+00:00,1.2995800,1.29574,1.30470,0.9792000,0.75,12,1.9,time,next_bar_open,False,False,
GBP_USD,long,210,2024-11-06T10:00:00+00:00,2024-11-06T10:00:00+00:00,1.2903600,1.28417,1.28417,-1.2999000,-1,1,1.9,stop,next_bar_open,False,False,
GBP_USD,long,204,2024-11-06T18:00:00+00:00,2024-11-08T14:00:00+00:00,1.2892700,1.28963,1.28290,0.0734400,0.05651491365777080062794348509,12,2.0,time,next_bar_open,False,False,
