instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
AUD_USD,long,253,2022-05-06T17:00:00+00:00,2022-05-08T21:00:00+00:00,0.7104000,0.70539,0.70539,-1.2675300,-1,2,1.6,stop,next_bar_open,False,False,
AUD_USD,short,445,2022-05-27T17:00:00+00:00,2022-05-30T01:00:00+00:00,0.7141550,0.71702,0.71702,-1.2749250,-1,3,1.3,stop,next_bar_open,False,False,
AUD_USD,short,193,2022-06-01T17:00:00+00:00,2022-06-02T13:00:00+00:00,0.7168700,0.72338,0.72338,-1.2564300,-1,6,1.6,stop,next_bar_open,False,False,
AUD_USD,long,441,2022-06-29T13:00:00+00:00,2022-06-30T01:00:00+00:00,0.6887900,0.68590,0.68590,-1.2744900,-1,4,1.6,stop,next_bar_open,False,False,
AUD_USD,long,277,2022-06-30T05:00:00+00:00,2022-07-01T01:00:00+00:00,0.6895900,0.68506,0.68506,-1.2548100,-1,6,1.4,stop,next_bar_open,False,False,
AUD_USD,long,260,2022-08-05T17:00:00+00:00,2022-08-09T13:00:00+00:00,0.6914950,0.69621,0.68667,1.2259000,0.9772020725388601036269430052,12,1.7,time,next_bar_open,False,False,
AUD_USD,long,152,2022-09-22T09:00:00+00:00,2022-09-23T09:00:00+00:00,0.6652100,0.65702,0.65702,-1.2448800,-1,7,1.4,stop,next_bar_open,False,False,
AUD_USD,short,249,2022-10-04T09:00:00+00:00,2022-10-06T05:00:00+00:00,0.6501700,0.64799,0.65519,0.5428200,0.4342629482071713147410358566,12,1.6,time,next_bar_open,False,False,
AUD_USD,long,337,2022-10-07T09:00:00+00:00,2022-10-07T09:00:00+00:00,0.6417750,0.63806,0.63806,-1.2519550,-1,1,1.1,stop,next_bar_open,False,False,
AUD_USD,short,254,2022-10-20T17:00:00+00:00,2022-10-21T13:00:00+00:00,0.6311450,0.63605,0.63605,-1.2458700,-1,6,1.3,stop,next_bar_open,False,False,
AUD_USD,short,319,2022-12-01T10:00:00+00:00,2022-12-01T14:00:00+00:00,0.6804950,0.68441,0.68441,-1.2488850,-1,2,1.3,stop,next_bar_open,False,False,
AUD_USD,short,283,2022-12-01T18:00:00+00:00,2022-12-05T02:00:00+00:00,0.6806250,0.68503,0.68503,-1.2466150,-1,9,1.5,stop,next_bar_open,False,False,
AUD_USD,short,280,2022-12-13T18:00:00+00:00,2022-12-15T14:00:00+00:00,0.6852900,0.66815,0.68973,4.7992000,3.860360360360360360360360360,12,1.6,time,next_bar_open,False,False,
